Aeschylus|Prometheus Bound|More leisure than I wish is mine.
Leopold Infeld|Quest|But through all the stream of events, the impact of people and social life forced upon him, Einstein remains lonely, loving solitude, isolation, and conditions which secure undisturbed work.
Jane Jacobs|The Death and Life of Great American Cities|As in the pseudoscience of bloodletting, just so in the pseudoscience of city rebuilding and planning, years of learning and a plethora of subtle and complicated dogma have arisen on a foundation of nonsense.
Jane Jacobs|The Death and Life of Great American Cities|Cities are, by definition, full of strangers.
Jane Jacobs|The Death and Life of Great American Cities|Ask a houser how his planned neighborhood improves on the old city and he will cite, as a self-evident virtue, More Open Space... More Open Space for what? For muggings?
Jane Jacobs|The Death and Life of Great American Cities|In cities, liveliness and variety attract more liveliness, deadness and monotony repel life.
Joseph Joffo|Incertain sourire|Je suis athée, Dieu merci...
George Johnson|A Shortcut Through Time|One pattern of 0s and 1s is converted into another, and that is what computation is.
James Joyce|A Painful Case|No one wanted him; he was outcast from life's feast.
James Joyce|After the Race|The car ran on merrily with its cargo of hilarious youth.
James Joyce|Araby|I had never spoken to her, except for a few casual words, and yet her name was like a summons to all my foolish blood.
James Joyce|The Boarding House|She dealt with moral problems as a clever deals with meat.
James Joyce|Two Gallants|That takes the solitary, unique, and, if I may so call it, em(recherché) biscuit!
James Joyce|Two Gallants|Most people considered Lenehan a leech but, in spite of this reputation, his adroitness and eloquence had always prevented his friends from forming any general policy against him.
James Joyce|Two Gallants|His head was large, globular, and oily; it sweated in all weathers...
James Joyce|Two Gallants|Experience had embittered his heart against the world.
James Joyce|Ulysses|Isn't the sea what Algy calls it? a grey sweet mother? The snotgreen sea. The scrotumtightening sea.
James Joyce|Ulysses|You behold in me, Stephen said with grim displeasure, a horrible example of free thought.
James Joyce|Ulysses|He laid the dry snot picked from his nostril on a ledge of rock, carefully. For the rest let look on that will.
James Joyce|Ulysses|...papa's little lump of dung...
James Joyce|Ulysses|Mr. Bloom admired the caretaker's prosperous bulk.
James Joyce|Ulysses|Thanky vous.
James Joyce|Ulysses|I speak the tongue of a race whose acme of mentality is the maxim: time is money. Material domination. Dominus! Lord! Where is the spirituality? Lord Jesus! Lord Salisbury. A sofa in a west end club. But the Greek!
James Joyce|Ulysses|He can kiss my royal Irish arse.
James Joyce|Ulysses|Hot mockturtle vapor and steam of newbaked jampuffs rolypoly poured out from Harrison's. The heavy noonreek tickled the top of Mr. Bloom's gullet.
James Joyce|Ulysses|Head like a prize pumpkin.
James Joyce|Ulysses|Mighty cheese.
James Joyce|Ulysses|Joy: I ate it: joy.
James Joyce|Ulysses|Interesting only to the parish clerk. I mean, we have the plays. I mean when we read the poetry of King Lear what is it to us how the poet lived? As for living, our servants can do that for us, Villiers de l'Isle has said.
James Joyce|Ulysses|I asked him what he thought of the charge of pederasty brought against the bard. He lifted his hands and said: All we can say is life ran very high in those days.
James Joyce|Ulysses|O, the night in the Camden hall when the daughters of Erin had to lift their skirts to step over you as you lay in your mulberrycouloured, multicoloured, multitudinous vomit!
James Joyce|Ulysses|Mr. Bloom was rather inclined to poohpooh the suggestion as egregious balderdash.
James Joyce|Ulysses|Fine lump of a woman, all the same, the soi-disant town clerk, Henry Campbell remarked, and plenty of her.
James Joyce|Ulysses|He kissed the plump mellow yellow smellow lemons of her rump, on each plump melonous hemisphere, in their mellow yellow furrow, with obscure prolonged provocative mellonsmellonous osculation.
James Joyce|Ulysses|Give us a squint at that literature, grandfather, the ancient mariner put in, manifesting some natural impatience.
James Joyce|Ulysses|The night air was certainly a treat to breathe though Stephen was a bit weak on his pins.
James Joyce|Ulysses|Little monkeys common as ditchwater.
James Joyce|Ulysses|The heaventree of stars hung with humid nightblue fruit.
James Joyce|Ulysses|...the seaweedy rocks.
James Joyce|Ulysses|This was so happy a conceit that it renewed the storms of mirth and threw the whole room into the most violent agitations of delight.
James Joyce|Ulysses|A monstrous fine bit of cowflesh.
James Joyce|Ulysses|There too, opposite to him was Lynch, whose countenance bore already the stigmata of early depravity and premature wisdom.
Rudyard Kipling|Kim|"Since when have the hill-asses owned all Hindustan?" The retort was a swift and brilliant sketch of Kim's pedigree for three generations.
Rudyard Kipling|Kim|There was nothing in his composition to which drill and routine appealed.
Rudyard Kipling|Kim|I am ten leagues deep in calamity.
Rudyard Kipling|Kim|To importune the wise out of season is to invite calamity.
Rudyard Kipling|Kim|The boat of my soul lacked direction.
Thomas S. Kuhn|The Structure of Scientific Revolutions|To be accepted as a paradigm, a thing must seem better than its competitors, but it need not, and in fact never does, explain all the facts with which it can be confronted.
Thomas S. Kuhn|The Structure of Scientific Revolutions|The temptation to write history backward is both omnipresent and perennial.
Milan Kundera|L'identité|Elle savourait l'absence totale d'aventures. Aventure: façon d'embrasser le monde. Elle ne voulait plus embrasser le monde. Elle ne voulait plus le monde.
Milan Kundera|L'identité|L'amitié, ce n'est pas le problème des femmes... c'est le problème des hommes. C'est leur romantisme. Pas le nôtre.
Dany Lafferrière|Pays sans chapeau|Juste au pied du morne Nelhio, le cimetière de Port-au-Prince, comme un lot de diamants mal taillés. C'est le lieu du rendez-vous générale.
R. D. Laing|The Politics of Experience|We all live in the hope that authentic meeting between human beings can still occur.
R. D. Laing|The Politics of Experience|Human beings seem to have an almost unlimited capacity for self-deception, for deceiving themselves into taking their own lies for the truth.
R. D. Laing|The Politics of Experience|We have to realize that we are as deeply afraid to live and to love as to die.
R. D. Laing|NULL|A man without a mask is indeed very rare.
Leibniz|NULL|Ordinary languages, though mostly helpful for the inferences of thought, are yet subject to countless ambiguities and cannot do the task of a calculus, which is to expose mistakes in inference... This remarkable advantage is afforded up to date only by the symbols of arithmeticians and algebraists, for whom inference consists only in the use of characters, and a mistake in thought and in the calculus is identical.
Longinus|On the Sublime|...it is not right to display the triviality of one's mind before an audience of all the ages.
Longinus|On the Sublime|... what wastes the talents of the present generation is the idleness in which all but a few of us pass our lives, only exerting ourselves or showing any enterprise for the sake of getting praise or pleasure out of it, never from the honourable and admirable motive of doing good to the world.
H. P. Lovecraft|The Picture in the House|In the doorway stood a person of such singular appearance that I should have exclaimed aloud but for the restraints of good breeding.
James Lovelock|Gaia - A New Look at Life on Earth|It is an intriguing thought that without the assistance of those anaerobic microflora living in the stinking muds of the sea-beds, lakes, and ponds, there might be no reading or writing of books. Without the methane they produce, oxygen would rise inexorably in concentration to a level at which any fire would be a holocaust and land life, apart from the microflora in damp places, would be impossible.
James Lovelock|The Revenge of Gaia|...the Earth's disease, the fever brought on by a plague of people.
James Lovelock|The Revenge of Gaia|Most of all, [the greens] must drop their wrongheaded objection to nuclear energy.
James Lovelock|The Revenge of Gaia|Because we are tribal animals, the tribe does not act in unison until a real and present danger is perceived.
James Lovelock|The Revenge of Gaia|I find it sad, but all too human, that there are vast bureaucracies concerned with nuclear waste, huge organizations devoted to decommissioning nuclear power stations, but nothing comparable to deal with that truly malign waste, carbon dioxide.
James Lovelock|The Revenge of Gaia|Few, even among climate scientists and ecologists, seem yet to realize fully the potential severity, or the immanence, of catastrophic global disaster; understanding is still in the conscious mind alone and not yet the visceral reaction of fear.
James Lovelock|The Revenge of Gaia|We are no more qualified to be the stewards or developers of the Earth than are goats to be gardeners.
James Lovelock|The Revenge of Gaia|Despite all these warnings, we carry on destroying and seem to worry only about the nearly trivial, even imaginary, risk of cancer from mobile telephones, power lines, pesticide residues in food, or sunlight; topping them all is a fear of anything to do with nuclear energy.
James Lovelock|The Revenge of Gaia|How on Earth, you may ask, can something so good, something so benign as nuclear energy have been demonized to the point where people and sensitive governments are frightened to use it? I think it is a consequence of the vulnerability of people to the astonishing power to deceive of an endlessly repeated falsehood.
Xavier de Maistre|A Journey Around My Room|What a capital article of furniture an arm-chair is, and what a treasure to a thoughtful man! During the long winter evenings it is often delightful, and always prudent, to lounge luxuriously in it, far from the turmoil of the madding crowd. A good fire, books, and pens; what safeguards these are against ennui! And how pleasant again, to forget books and pens in the delights of stirring the fire, while giving one's-self up to some sweet thought, or making a few rhymes for the amusement of friends! The hours glide by and fall into silence - into eternity, without making their sad passage felt.
Xavier de Maistre|A Journey Around My Room|The moment was short and full of ecstasy; cold reason soon resumed her sway, and in the twinkling of an eye, a whole year was added to my life; my heart grew icy cold, and I found myself on a level with the throng of commonplace beings who crowd the earth.
Xavier de Maistre|A Journey Around My Room|Happy is he who finds a friend whose heart and mind are in sympathy with his own; a friend who is linked to him by similar tastes, feelings, and knowledge; a friend who is not tormented by ambition or egotism; who prefers the shade of a tree to the pomp of a court! Happy is he who possesses a friend!
Xavier de Maistre|A Journey Around My Room|We were happy in our errors, but now - ah! all is sadly changed. We have been compelled, like others, to read the human heart; and truth, falling like a bomb into the midst of us, has forever destroyed the enchanted palace of illusion.
Xavier de Maistre|A Journey Around My Room|From the expedition of the Argonauts to the Assembly of the Notables, from the nethermost Hell to the last fixed star of the Milky Way, to the confines of the Universe, to the gates of chaos, this is the vast expanse over the length and breadth of which I wander at leisure, for neither time nor space fail me.
Xavier de Maistre|A Journey Around My Room|Delightful realm of Imagination, which the benevolent Being has bestowed upon man, to console him for the realities of life, I must quit thee.
Xavier de Maistre|Expédition nocturne autour de ma chambre|C'est un charme toujours nouveau pour moi que celui de contempler le ciel étoilé, et je n'ai pas à me reprocher d'avoir fait un seul voyage, ni même une simple promenade nocturne, sans payer le tribut d'admiration que je dois aux merveilles du firmament.
Xavier de Maistre|Expédition nocturne autour de ma chambre|Spectateur éphémère d'un spectacle éternel, l'homme lève un instant les yeux vers le ciel, et les referme pour toujours; mais, pendant cet instant rapide qui lui est accordé, de tous les points du ciel et depuis les bornes de l'univers, un rayon consolateur part de chaque monde et vient frapper ses regards, pour lui annoncer qu'il existe un rapport entre l'immensité et lui, et qu'il est associé à l'éternité.
Xavier de Maistre|Expédition nocturne autour de ma chambre|Combien peu de personnes, me disais-je, jouissent maintenant avec moi du spectacle sublime que le ciel étale inutilement pour les hommes assoupis!... Passe encore pour ceux qui dorment; mais qu'en coûterait-il à ceux qui se promènent, a ceux qui sortent en foule du théâtre de regarder un instant et d'admirer les brillantes constellations qui rayonnent de toutes parts sur leur tête? – Non, les spectateurs attentifs de Scapin ou de Jocrisse ne daigneront pas lever les yeux: Ils vont rentrer brutalement chez eux, ou ailleurs, sans songer que le ciel existe. Quelle bizarrerie!… parce qu'on peut le voir souvent et gratis, ils n'en veulent pas. Si le firmament était toujours voilé pour nous, si le spectacle qu'il nous offre dépendait d'un entrepreneur, les premières loges sur les toits seraient hors de prix, et les dames de Turin s'arracheraient ma lucarne.
Alberto Manguel|The Library at Night|At night I can read with a lightheartedness verging on insousiance.
Alberto Manguel|The Library at Night|My books have unlimited patience. They will wait for me till the end of my days.
Yann Martel|Beatrice and Virgil|The precept that location is the key to the success of a business applies to art, and even to life itself: we thrive or wither depending on how nourishing our environment is.
Guy de Maupassant|Au printemps|Oh! cet oeil de la femme, quelle puissance il a! Comme il trouble, envahit, possède, domine. Comme il semble profond, plein de promesses, d'infini! On appelle cela se regarder dans l'âme! Oh! monsieur, quelle blague! Si l'on y voyait, dans l'âme, on serait plus sage, allez.
Guy de Maupassant|Découverte|Moi je crois que ce qui nous séduit le plus dans les exotiques, c'est leur défaut de prononciation. Aussitôt qu'une femme parle mal notre langue, elle est charmante; si elle fait une faute de français par mot, elle est exquise, et si elle baragouine d'une façon tout à fait inintelligible, elle devient irrésistible.
Guy de Maupassant|Fort comme la mort|Ils sont incapables de s'attacher à une chose jusqu'à l'aimer uniquement, de s'intéresser à rien jusqu'à être illuminés par le bonheur de comprendre.
Guy de Maupassant|L'ermite|...ceux qui n'ont pas aimé poétiquement prennent et choisissent les femmes comme on choisit une côtelette à la boucherie, sans s'occuper d'autre chose que de la qualité de leur chair.
Guy de Maupassant|L'inutile beauté|Qu'y a-t-il, en effet, de plus ignoble, de plus répugnant que cet acte ordurier et ridicule de la reproduction des êtres, contre lequel toutes les âmes delicates sont et seront éternellement révoltées?
Guy de Maupassant|La Sicile|L'architecture est morte aujourd'hui, en ce siècle encore artiste, pourtant, mais qui semble avoir perdu le don de faire de la beauté avec des pierres, le mystérieux secret de la séduction par les lignes, le sens de la grâce dans les monuments. Nous paraissons ne plus comprendre, ne plus savoir que la seule proportion d'un mur peut donner à l'esprit la même sensation de joie artistique, la même émotion secrète et profonde qu'un chef-d'oeuvre de Rembrandt, de Velasquez ou de Véronèse.
Guy de Maupassant|La morte|Comme elle est petite cette ville à côté de l'autre, celle ou l'on vit! Et pourtant comme ils sont plus nombreux que les vivants, ces morts. Il nous faut de hautes maisons, des rues, tant de place, pour les quatre générations qui regardent le jour en même temps, boivent l'eau des sources, le vin des vignes et mangent le pain des plaines. Et pour toute les générations des morts, pour toute l'échelle de l'humanité descendue jusqu'à nous, presque rien, un champ, presque rien! La terre les reprend, l'oubli les efface. Adieu!
Guy de Maupassant|Les tombales|Et puis, j'aime aussi les cimetières, parce que ce sont des villes monstrueuses, prodigieusement habitées. Songez donc à ce qu'il y a de morts dans ce petit espace, à toutes les générations de Parisiens qui sont logés là, pour toujours, troglodytes définitifs enfermés dans leurs petits caveaux, dans leurs petits trous couverts d'une pierre ou marqués d'une croix, tandis que les vivants occupent tant de place et font tant de bruit, ces imbéciles.
Guy de Maupassant|Ma femme|J'avais trente-cinq ans, et je ne pensais pas plus à me marier qu'à me pendre.
Guy de Maupassant|Monsieur Parent|Les années se suivaient, lentes, monotones, et courtes parce qu'elles étaient vides.
Guy de Maupassant|Mont Oriol|...elle consentit à épouser ce gros garçon très riche, qui n'était pas laid, mais qui ne lui plaisait guère, comme elle aurait consenti à passer un été dans un pays désagréable.
Guy de Maupassant|Mont Oriol|Ah!, vous ne comprenez pas, vous autres, comme c'est amusant, les affaires, non pas les affaires des marchands ou des commerçants, mais les grandes affaires, les nôtres! Oui, mon cher, quand on les entend bien, cela résume tout ce qu'ont aimé les hommes, c'est en même temps la politique, la guerre, la diplomatie, tout, tout! Il faut toujours chercher, trouver, inventer, tout comprendre, tout prévoir, tout combiner, tout oser. Le grand combat, aujourd'hui, c'est avec l'argent qu'on le livre.
Guy de Maupassant|Mont Oriol|C'est bon, dit-il, d'être jeune, quelquefois.
Guy de Maupassant|Mont Oriol|Laissez donc, dit-il, je la connais, leur intelligence, à tous ces brasseurs d'affaires. Ils n'ont qu'une chose en tête : l'argent! Toutes les pensées que nous donnons aux belles choses, tous les actes que nous perdons pour nos caprices, toutes les heures que nous jetons à nos distractions, toute la force que nous gaspillons pour nos plaisirs, toute l'ardeur et toute la puissance que nous prend l'amour, l'amour divin, ils les emploient à chercher de l'or, à songer à l'or, à amasser de l'or! L'homme, l'homme intelligent, vit pour toutes les grandes tendresses désintéressées, les arts, l'amour, la science, les voyages, les livres; et s'il cherche l'argent, c'est parce que cela facilite les joies réelles de l'esprit et même le bonheur du cœur! Mais eux, ils n'ont rien dans l'esprit et dans le coeur que ce goût ignoble du trafic! Ils ressemblent aux hommes de valeur, ces écumeurs de la vie, comme le marchand de tableaux ressemble au peintre, comme l'éditeur ressemble à l'écrivain, comme le directeur de théâtre ressemble au poète.
Guy de Maupassant|Mont Oriol|Elle ne les vit pas, ou ne les reconnut point. Toute pâle sur son oreiller blanc, avec ses cheveux blonds répandus sur ses épaules, elle regardait, de ses clairs yeux bleus, le monde inconnu, mystérieux et fantastique où vivent les fous.
Guy de Maupassant|Notre Coeur|Mais les mots noirs sur le papier blanc, c'est l'âme toute nue.
Guy de Maupassant|Oeuvres posthumes|Les mots ont une âme.
Guy de Maupassant|Oeuvres posthumes|La profonde et délicieuse jouissance qui vous monte au coeur devant certaines pages, devant certaines phrases, ne vient pas seulement de ce qu'elles disent; elle vient d'une accordance absolue de l'expression avec l'idée, d'une sensation d'harmonie, de beauté secrète, échappant la plupart du temps au jugement des foules.
Guy de Maupassant|Oeuvres posthumes|Il [Flaubert] avait pour les grands écrivains français une admiration frénétique; il possédait par coeur des chapitres entiers des maîtres, et il les déclamait d'une voix tonnante, grisé par la prose, faisant sonner les mots, scandant, modulant, chantant la phrase.
Guy de Maupassant|Oeuvres posthumes|La misanthropie de ses oeuvres [Flaubert] ne vient pas d'autres chose. La saveur amère qui s'en degage n'est que cette constante constatation de la médiocrité, de la banalité, de la sottise sous toutes les formes.
Guy de Maupassant|Qui sait?|Je ne refuse pas de voir le monde, de causer, de dîner avec des amis, mais lorsque je les sens depuis longtemps près de moi, même les plus familiers, ils me lassent, me fatiguent, m'énervent, et j'éprouve une envie grandissante, harcelante, de les voir partir ou de m'en aller, d'être seul.
Guy de Maupassant|Solitude|Quoi que nous tentions, quoi que nous fassions, quels que soient l'élan de nos coeurs, l'appel de nos lèvres et l'étreinte de nos bras, nous sommes toujours seuls.
Guy de Maupassant|Sur l'eau|Mais d'autres hommes, parcourant d'un éclair de pensée le cercle étroit des satisfactions possibles, demeurent atterrés devant le néant du bonheur, la monotonie et la pauvreté des joies terrestres.
Guy de Maupassant|Sur l'eau|O liberté! liberté! seul bonheur, seul espoir et seul rêve!
Guy de Maupassant|Sur l'eau|Certes, en certains jours, j'éprouve l'horreur de ce qui est jusqu'à désirer la mort. Je sens jusqu'à la souffrance suraiguë la monotonie invariable des paysages, des figures et des pensées. Le médiocrité de l'univers m'étonne et me révolte, la petitesse de toutes choses m'emplit de dégoût, la pauvreté des êtres humains m'anéantit.
Guy de Maupassant|Une vie|Quelques pigeons se promenaient au bord du ruisseau, cherchant leur vie.
Guy de Maupassant|Â Vendre|Partir à pied, quand le soleil se lève, et marcher dans la rosée, le long des champs, au bord de la mer calme, quelle ivresse!
André Maurois|Climats|Les hommes livrent leur âme, comme les femme leur corps, par zones successives et bien défendues.
Ian McEwan|The Child in Time|Shakespeare would have grasped wave functions, Donne would have understood complementarity and relative time. They would have been excited. What richness! They would have plundered this new science for their imagery. And they would have educated their audiences too. But you 'arts' people, you're not only ignorant of these magnificent things, you're rather proud of knowing nothing.
Meister Eckhart|NULL|One person who has mastered life is better than a thousand persons who have mastered only the contents of books.
Meister Eckhart|NULL|The just are they that take everything alike from God no matter what it is, big and little, good and bad, all the same, no more no less, but one thing like another.
Meister Eckhart|NULL|Turning and change lead nowhere; stopping, we progress.
Meister Eckhart|NULL|The soul is motionless when nothing whatever can perturb her, when she is neither glad nor sad and cannot be gladdened nor yet saddened, and when she has no need to cling to any creature.
Meister Eckhart|NULL|Man's best chance of finding God is where he left him.
Meister Eckhart|NULL|I must let virtue go if I would see God face to face.
Herman Melville|Moby Dick|Top-heavy was the ship as a dinnerless student with all Aristotle in his head.
Herman Melville|Moby Dick|This right-whale I take to have been a Stoic; the sperm whale, a Platonian, who might have taken up Spinoza in his later years.
Herman Melville|Moby Dick|Circumambulate the city of a dreary Sabbath afternoon.
Herman Melville|Moby Dick|Yes, as everyone knows, meditation and water are wedded forever.
Herman Melville|Moby Dick|...I never fancied broiling fowls; - though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.
Herman Melville|Moby Dick|I'll try a pagan friend, thought I, since Christian kindness has proved but hollow courtesy.
Herman Melville|Moby Dick|Already we are boldly launched upon the deep; but soon we shall be lost in its unshored, harborless immensities.
Herman Melville|Moby Dick|Yea, foolish mortals, Noah's flood is not yet subsided; two thirds of the fair world it yet covers.
Herman Melville|Moby Dick|Panting and snorting like a mad battle steed that has lost its rider, the masterless ocean overruns the globe.
H. L. Mencken|The American Scene|In the field of language an Americanism is generally regarded as obnoxious em(ipso facto), and when a new one of any pungency begins to force its way into English usage the guardians of the national linguistic chastity belabor it with great vehemence, and predict calamitous consequences if it is not put down.
H. L. Mencken|The American Scene|em(Damn) is a simple verb and its only child is a simple adjective, but em(hell) ranges over all the keys of the grammatical scale and enters into combinations as avidly as oxygen.
H. L. Mencken|The American Scene|That leveling, by the democratic theory, is upward, but in actuality it is downward, for the mob suspects and resents superiorities, whereas inferiorities give it a pleasant glow.
H. L. Mencken|The American Scene|He liked people who sweated freely, and were not debauched by the refinements of the toilet.
Stephen Miller|Conversation - A History of a Declining Art|The point is: one should try to enjoy the conversible world, despite its inanities, because removing oneself from it is dangerous to one's mental health.
Leonard Mlodinow|The Drunkard's Walk|When chance is involved, people's thought processes are often seriously flawed.
Leonard Mlodinow|The Drunkard's Walk|We habitually underestimate the effect of randomness.
Leonard Mlodinow|The Drunkard's Walk|Complete chaos is ironically a kind of perfection.
Leonard Mlodinow|The Drunkard's Walk|Avoiding the illusion of meaning in random patterns is a difficult task.
Leonard Mlodinow|The Drunkard's Walk|...we should learn to spend as much time looking for evidence that we are wrong as we spend searching for reasons we are correct.
Christopher Moore|Sacré Bleu|The Louvre's a little pious, isn't it? Can't throw a round of darts in there without scoring three Madonnas and a baby Jesus.
Christopher Moore|Sacré Bleu|Bruant wasn't being particularly unkind to Lucien. Everything at Le Mirliton was served with a side order of abuse.
Christopher Moore|Sacré Bleu|They both waited, each took a drink, looked at her, said nothing. Dogs watching Shakespeare.
Christopher Moore|Sacré Bleu|You're grinning at me like lunatics? I am a creature of awesome power and divine aspect.
L'Abbé Morellet|Mémoires|"Oh! diable", dit M. de Buffon, la tête haute, les yeux à demi fermés, et avec un air moitié niais, moitié inspiré, "oh! diable! quand il est question de clarifier son style, c'est une autre paire de manches." A ce propos, à cette comparaison des rues, voilà Mlle de l'Espinasse qui se trouble; sa physionomie s'altère, elle se renverse sur son fauteil, répétant entre ses dents, "une autre paire de manches! clarifier son style!" Elle n'en revint pas de toute la soirée.
Christopher Morley|Parnassus on Wheels|There is no hope for New Yorkers, for they glory in their skyscraping sins; but in Brooklyn there is the wisdom of the lowly.
Christopher Morley|Parnassus on Wheels|An honest amazement at the unspeakable beauties of the world is a comely posture for the scholar.
Christopher Morley|Parnassus on Wheels|Pluckiest little runt in the three States, by Judas!
John Morressy|A Tale of Three Wizards|The Harkeners were peaceful folk who devoted their lives to listening for instructive and consolatory voices from another plane. Since no one could be certain where such voices might best be heard, Harkeners listened to everything: old boots, haystacks, boulders, trees, bowls of oatmeal, and anything else at hand... Belsheer thought that over, and his expression brightened. "It would be nice to spend a few weeks sitting in the sun, listening to a loaf of bread."
Mother Theresa|NULL|The biggest disease in the world today is not leprosy or tuberculosis, but rather the feeling of being unwanted, uncared for, and deserted by everybody.
John Murphy|NULL|Every so often a disappearance is in order. A vanishing. A checking out. An indeterminate period of unavailability.
Carol Muske|NULL|So pour some coffee, go outside, feel something enormous, stop.
Alfred de Musset|André del Sarto|On travaille pour vivre, et les arts deviennent des métiers.
Alfred de Musset|André del Sarto|Que de jeunes mains, pleines de force et de vie, reçoivent avec respect le flambeau sacré des mains tremblantes des vieillards! qu'ils la protègent du soufle des vents, cette flamme divine qui traversera les siècles futurs, comme elle a fait des siècles passés! .... a l'ouvrage! a l'ouvrage! la vie est si courte!
Alfred de Musset|Fantasio|Saint-Jean est mort? Le bouffon du roi est mort? Qui a pris sa place? le ministre de la justice?
Alfred de Musset|Fantasio|Je ne sais s'il y a une providence, mais c'est amusant d'y croire.
Alfred de Musset|Fantasio|Un gentilhomme sans dettes ne saurait où se présenter.
Alfred de Musset|Les caprices de Marianne|Un vide que je ne saurais exprimer et que je communique en vain à cette large coupe.
Vladimir Nabokov|Lolita|In and out of my heart flowed my rainbow blood.
Publio Ovidio Nasone|NULL|E mentre gli altri animali, con la faccia in basso, guardano in terra, Dio ha dato all'uomo una fronte rivolta verso l'alto, gli ha comandato di contemplare il cielo e di levare il volto verso gli astri.
Tom Nichols|The Death of Expertise|The issue is not indifference to established knowledge; it's the emergence of a positive em(hostility) to such knowledge.
Tom Nichols|The Death of Expertise|Americans no longer distinguish the phrase "you're wrong" from "you're stupid". To disagree is to disrespect. To correct another is to insult.
Tom Nichols|The Death of Expertise|College students may not be dumber than they were thirty years ago, but their sense of entitlement and their unfounded self-confidence have grown considerably.
Tom Nichols|The Death of Expertise|"Well," the student said, "your guess is as good as mine." [Robert] Jastrow stopped the young man short. "No, no, no" he said emphatically. "em(My) guesses are much, em(much) better than yours."
Tom Nichols|The Death of Expertise|When feelings matter more than rationality or facts, education is a doomed enterprise. Emotion is an unassailable defense against expertise, a moat of anger and resentment in which reason and knowledge quickly drown. And when students learn that emotion trumps everything else, it is a lesson they will take with them for the rest of their lives.
Tom Nichols|The Death of Expertise|To faculty everywhere, the lesson was obvious: the campus of a top university is not a place for intellectual exploration. It is a luxury home, rented for four to six years, nine months at a time, by children of the elite who may shout at faculty as if they're berating clumsy maids in a colonial mansion.
Friedrich Nietzsche|Beyond Good and Evil|- I do not like it.^NL^- Why?^NL^- I am not up to it.^NL^Has anyone ever answered like that?
Friedrich Nietzsche|Thus Spoke Zarathustra|"Behold, I am disease." - thus speaks the evil deed; that is its honesty.
Anaïs Nin|Diary, v.3|There are only two kinds of freedom in the world: the freedom of the rich and powerful, and the freedom of the artist and the monk who renounce possessions.
Anaïs Nin|Diary, v.3|Life shrinks or expands in proportion to one's courage.
Anaïs Nin|Diary, v.3|The young Americans show signs of total emotional atrophy.
Anaïs Nin|Diary, v.3|"In my family", she said, "we did everything with enthusiasm. We even em(died) with enthusiasm!"
Anaïs Nin|Diary, v.5|The most tragic moment in human relationships is when we are given to see, accidentally, by a revealing word, or a moment of crisis, the image which the other carries within himself of us, and we catch a glimpse of a stranger, or a caricature of ourselves.
Anaïs Nin|Diary, v.5|The people around me are so standardized that they are colourless, anonymous, and have no distinguishing characteristics.
Edna O'Brien|James Joyce|Il avait sur lui un pantalon de poupée miniature qu'il enfilait sur deux doigts et faisait danser comme une marionnette sur le comptoir du café, à la grande joie d'une clientèle hétéroclite.
Flann O'Brien|At Swim-Two-Birds|"It is true that I will not", said Finn MacCool.
Flann O'Brien|At Swim-Two-Birds|I poked him in a manner offensive to propriety and greeted his turned face with a facetious ejaculation: "How is the boy!", I said.
Flann O'Brien|At Swim-Two-Birds|The weather in the following March was cold, with snow and rain, and generally dangerous to persons of inferior vitality.
Flann O'Brien|At Swim-Two-Birds|That, I answered, would be the chiefest wisdom.
Flann O'Brien|At Swim-Two-Birds|Take all that shall be brought upon thee, and keep patience, for gold and silver are tried in the fire, but acceptable men in the furnace of humiliation.
Flann O'Brien|At Swim-Two-Birds|...they wildly reproached each other with bitter words and groundless accusations of bastardy and low birth...
Flann O'Brien|At Swim-Two-Birds|Blackheads are not so bad, said Furriskey. A good big boil on the back of your neck, that's the boy that will make you say your prayers at night. A boil is a fright. It's a fright now.
Camille Paglia|NULL|Masculinity is aggressive, unstable, combustible. It is also the most creative cultural force in history.
S. J. Perelman|The Road to Miltdown|The light of the bar was too dim to determine whether their lingerie had come from Bendel's or Bonwit's, but everything proclaimed them to be women not visibly harassed by the specter of want.
S. J. Perelman|The Road to Miltdown|Scene: ... a small cheerless room equipped with the standard instruments of torture - a desk, two chairs, a filing cabinet.
S. J. Perelman|The Road to Miltdown|He is in his mid-sixties, ramrod-straight, affects a white cavalry moustache and a buttonhole, and is well-dressed to the point of dandyism.
S. J. Perelman|The Road to Miltdown|Dr. Budlong bore a chilling resemblance to the mummified remains of Ramses II...
S. J. Perelman|The Road to Miltdown|Though hardly the comeliest girl in the class, Celia possessed a figure so voluptuous that it addled every male within a radius of fifty feet.
S. J. Perelman|The Road to Miltdown|The mood of the quartet was distinctly festive; tongues loosened by copious draughts of loganberry cocktails, their flushed cheeks and sparkling eyes marked them incontrovertibly as devotees of Bacchus.
S. J. Perelman|The Road to Miltdown|Then, out of the blue, Alec Fragonard, who played second leper in the road company of em(Father Damien's Chickens) last season...
Petronius|Satyricon|But are not all the finest works of nature common property? The sun shines upon all men. The Moon with countless troops of stars in her train leads even the beasts to their food. Can we imagine anything more lovely than water? Yet it flows for all the world.
Charles Pierce|NULL|...the woof and warp of all thought and research is symbols, and the life of thought and science is the life inherent in symbols; so it is wrong to say that a good language is important to good thought, merely; for it is the essence of it.
Pindaro|NULL|Sogno di un'ombra è l'uomo.
